filename,brand,model,instance,shot,position_num,position_name,motive_num,motive_name,url
Canon_Ixus70_1_3697.JPG,Canon,Ixus70,1,3697,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_1_3697.JPG
Canon_Ixus70_2_4124.JPG,Canon,Ixus70,2,4124,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_2_4124.JPG
Canon_Ixus70_2_4125.JPG,Canon,Ixus70,2,4125,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_2_4125.JPG
Canon_Ixus70_2_4126.JPG,Canon,Ixus70,2,4126,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_2_4126.JPG
Casio_EX-Z150_0_4978.JPG,Casio,EX-Z150,0,4978,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4978.JPG
Casio_EX-Z150_0_4979.JPG,Casio,EX-Z150,0,4979,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4979.JPG
Casio_EX-Z150_0_4980.JPG,Casio,EX-Z150,0,4980,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4980.JPG
Casio_EX-Z150_1_5447.JPG,Casio,EX-Z150,1,5447,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5447.JPG
Casio_EX-Z150_1_5448.JPG,Casio,EX-Z150,1,5448,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5448.JPG
Casio_EX-Z150_1_5449.JPG,Casio,EX-Z150,1,5449,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5449.JPG
Casio_EX-Z150_2_5955.JPG,Casio,EX-Z150,2,5955,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5955.JPG
Casio_EX-Z150_2_5956.JPG,Casio,EX-Z150,2,5956,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5956.JPG
Casio_EX-Z150_2_5957.JPG,Casio,EX-Z150,2,5957,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5957.JPG
Casio_EX-Z150_3_6449.JPG,Casio,EX-Z150,3,6449,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6449.JPG
Casio_EX-Z150_3_6450.JPG,Casio,EX-Z150,3,6450,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6450.JPG
Casio_EX-Z150_3_6451.JPG,Casio,EX-Z150,3,6451,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6451.JPG
Casio_EX-Z150_4_6951.JPG,Casio,EX-Z150,4,6951,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6951.JPG
Casio_EX-Z150_4_6952.JPG,Casio,EX-Z150,4,6952,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6952.JPG
Casio_EX-Z150_4_6953.JPG,Casio,EX-Z150,4,6953,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6953.JPG
Kodak_M1063_0_9366.JPG,Kodak,M1063,0,9366,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9366.JPG
Kodak_M1063_0_9367.JPG,Kodak,M1063,0,9367,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9367.JPG
Kodak_M1063_0_9368.JPG,Kodak,M1063,0,9368,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9368.JPG
Kodak_M1063_1_10033.JPG,Kodak,M1063,1,10033,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10033.JPG
Kodak_M1063_1_10034.JPG,Kodak,M1063,1,10034,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10034.JPG
Kodak_M1063_1_10035.JPG,Kodak,M1063,1,10035,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10035.JPG
Kodak_M1063_2_10674.JPG,Kodak,M1063,2,10674,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10674.JPG
Kodak_M1063_2_10675.JPG,Kodak,M1063,2,10675,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10675.JPG
Kodak_M1063_2_10676.JPG,Kodak,M1063,2,10676,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10676.JPG
Kodak_M1063_3_11370.JPG,Kodak,M1063,3,11370,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11370.JPG
Kodak_M1063_3_11371.JPG,Kodak,M1063,3,11371,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11371.JPG
Kodak_M1063_3_11372.JPG,Kodak,M1063,3,11372,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11372.JPG
Kodak_M1063_4_12018.JPG,Kodak,M1063,4,12018,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12018.JPG
Kodak_M1063_4_12019.JPG,Kodak,M1063,4,12019,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12019.JPG
Kodak_M1063_4_12020.JPG,Kodak,M1063,4,12020,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12020.JPG
Nikon_CoolPixS710_0_12830.JPG,Nikon,CoolPixS710,0,12830,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12830.JPG
Nikon_CoolPixS710_0_12831.JPG,Nikon,CoolPixS710,0,12831,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12831.JPG
Nikon_CoolPixS710_0_12832.JPG,Nikon,CoolPixS710,0,12832,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12832.JPG
Nikon_CoolPixS710_1_13228.JPG,Nikon,CoolPixS710,1,13228,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13228.JPG
Nikon_CoolPixS710_1_13229.JPG,Nikon,CoolPixS710,1,13229,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13229.JPG
Nikon_CoolPixS710_1_13230.JPG,Nikon,CoolPixS710,1,13230,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13230.JPG
Nikon_CoolPixS710_2_13645.JPG,Nikon,CoolPixS710,2,13645,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13645.JPG
Nikon_CoolPixS710_2_13646.JPG,Nikon,CoolPixS710,2,13646,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13646.JPG
Nikon_CoolPixS710_2_13647.JPG,Nikon,CoolPixS710,2,13647,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13647.JPG
Nikon_CoolPixS710_3_14082.JPG,Nikon,CoolPixS710,3,14082,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14082.JPG
Nikon_CoolPixS710_3_14083.JPG,Nikon,CoolPixS710,3,14083,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14083.JPG
Nikon_CoolPixS710_3_14084.JPG,Nikon,CoolPixS710,3,14084,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14084.JPG
Nikon_CoolPixS710_4_14500.JPG,Nikon,CoolPixS710,4,14500,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14500.JPG
Nikon_CoolPixS710_4_14501.JPG,Nikon,CoolPixS710,4,14501,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14501.JPG
Nikon_CoolPixS710_4_14502.JPG,Nikon,CoolPixS710,4,14502,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14502.JPG
Nikon_D200_0_14902.JPG,Nikon,D200,0,14902,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14902.JPG
Nikon_D200_0_14904.JPG,Nikon,D200,0,14904,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14904.JPG
Nikon_D200_0_14906.JPG,Nikon,D200,0,14906,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14906.JPG
Nikon_D200_0_14908.JPG,Nikon,D200,0,14908,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14908.JPG
Nikon_D200_0_14910.JPG,Nikon,D200,0,14910,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14910.JPG
Nikon_D200_0_14912.JPG,Nikon,D200,0,14912,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14912.JPG
Nikon_D200_1_17202.JPG,Nikon,D200,1,17202,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17202.JPG
Nikon_D200_1_17204.JPG,Nikon,D200,1,17204,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17204.JPG
Nikon_D200_1_17206.JPG,Nikon,D200,1,17206,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17206.JPG
Nikon_D200_1_17208.JPG,Nikon,D200,1,17208,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17208.JPG
Nikon_D200_1_17210.JPG,Nikon,D200,1,17210,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17210.JPG
Nikon_D200_1_17212.JPG,Nikon,D200,1,17212,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17212.JPG
Nikon_D70_0_19445.JPG,Nikon,D70,0,19445,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_0_19445.JPG
Nikon_D70_0_19447.JPG,Nikon,D70,0,19447,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_0_19447.JPG
Nikon_D70_0_19449.JPG,Nikon,D70,0,19449,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_0_19449.JPG
Nikon_D70_1_20543.JPG,Nikon,D70,1,20543,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_1_20543.JPG
Nikon_D70_1_20545.JPG,Nikon,D70,1,20545,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_1_20545.JPG
Nikon_D70_1_20547.JPG,Nikon,D70,1,20547,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_1_20547.JPG
Nikon_D70s_0_21779.JPG,Nikon,D70s,0,21779,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_0_21779.JPG
Nikon_D70s_0_21781.JPG,Nikon,D70s,0,21781,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_0_21781.JPG
Nikon_D70s_0_21783.JPG,Nikon,D70s,0,21783,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_0_21783.JPG
Nikon_D70s_1_22750.JPG,Nikon,D70s,1,22750,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_1_22750.JPG
Nikon_D70s_1_22752.JPG,Nikon,D70s,1,22752,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_1_22752.JPG
Nikon_D70s_1_22754.JPG,Nikon,D70s,1,22754,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_1_22754.JPG
Olympus_mju-1050SW_0_23679.JPG,Olympus,mju-1050SW,0,23679,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_0_23679.JPG
Olympus_mju-1050SW_0_23680.JPG,Olympus,mju-1050SW,0,23680,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_0_23680.JPG
Olympus_mju-1050SW_0_23681.JPG,Olympus,mju-1050SW,0,23681,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_0_23681.JPG
Olympus_mju-1050SW_1_24134.JPG,Olympus,mju-1050SW,1,24134,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_1_24134.JPG
Olympus_mju-1050SW_1_24135.JPG,Olympus,mju-1050SW,1,24135,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_1_24135.JPG
Olympus_mju-1050SW_1_24136.JPG,Olympus,mju-1050SW,1,24136,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_1_24136.JPG
Olympus_mju-1050SW_2_24614.JPG,Olympus,mju-1050SW,2,24614,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_2_24614.JPG
Olympus_mju-1050SW_2_24615.JPG,Olympus,mju-1050SW,2,24615,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_2_24615.JPG
Olympus_mju-1050SW_2_24616.JPG,Olympus,mju-1050SW,2,24616,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_2_24616.JPG
Olympus_mju-1050SW_3_25100.JPG,Olympus,mju-1050SW,3,25100,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_3_25100.JPG
Olympus_mju-1050SW_3_25101.JPG,Olympus,mju-1050SW,3,25101,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_3_25101.JPG
Olympus_mju-1050SW_3_25102.JPG,Olympus,mju-1050SW,3,25102,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_3_25102.JPG
Olympus_mju-1050SW_4_25551.JPG,Olympus,mju-1050SW,4,25551,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_4_25551.JPG
Olympus_mju-1050SW_4_25552.JPG,Olympus,mju-1050SW,4,25552,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_4_25552.JPG
Olympus_mju-1050SW_4_25553.JPG,Olympus,mju-1050SW,4,25553,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_4_25553.JPG
Praktica_DCZ5.9_0_33686.JPG,Praktica,DCZ5.9,0,33686,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_0_33686.JPG
Praktica_DCZ5.9_0_33687.JPG,Praktica,DCZ5.9,0,33687,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_0_33687.JPG
Praktica_DCZ5.9_0_33688.JPG,Praktica,DCZ5.9,0,33688,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_0_33688.JPG
Praktica_DCZ5.9_1_34099.JPG,Praktica,DCZ5.9,1,34099,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_1_34099.JPG
Praktica_DCZ5.9_1_34100.JPG,Praktica,DCZ5.9,1,34100,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_1_34100.JPG
Praktica_DCZ5.9_1_34101.JPG,Praktica,DCZ5.9,1,34101,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_1_34101.JPG
Praktica_DCZ5.9_2_34511.JPG,Praktica,DCZ5.9,2,34511,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_2_34511.JPG
Praktica_DCZ5.9_2_34512.JPG,Praktica,DCZ5.9,2,34512,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_2_34512.JPG
Praktica_DCZ5.9_2_34513.JPG,Praktica,DCZ5.9,2,34513,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_2_34513.JPG
Praktica_DCZ5.9_3_35002.JPG,Praktica,DCZ5.9,3,35002,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_3_35002.JPG
Praktica_DCZ5.9_3_35003.JPG,Praktica,DCZ5.9,3,35003,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_3_35003.JPG
Praktica_DCZ5.9_3_35004.JPG,Praktica,DCZ5.9,3,35004,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_3_35004.JPG
Praktica_DCZ5.9_4_35425.JPG,Praktica,DCZ5.9,4,35425,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_4_35425.JPG
Praktica_DCZ5.9_4_35426.JPG,Praktica,DCZ5.9,4,35426,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_4_35426.JPG
Praktica_DCZ5.9_4_35427.JPG,Praktica,DCZ5.9,4,35427,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_4_35427.JPG
Rollei_RCP-7325XS_0_42182.JPG,Rollei,RCP-7325XS,0,42182,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_0_42182.JPG
Rollei_RCP-7325XS_0_42183.JPG,Rollei,RCP-7325XS,0,42183,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_0_42183.JPG
Rollei_RCP-7325XS_0_42184.JPG,Rollei,RCP-7325XS,0,42184,1,Ostra-Allee ,1,Zwinger crown gate,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_0_42184.JPG
